date,category,cost_index
2023-05-16,Beverages,1.002278
2023-05-17,Beverages,0.996408
2023-05-18,Beverages,0.990834
2023-05-19,Beverages,0.990964
2023-05-20,Beverages,0.992357
2023-05-21,Beverages,0.987554
2023-05-22,Beverages,0.987488
2023-05-23,Beverages,0.983961
2023-05-24,Beverages,0.979514
2023-05-25,Beverages,0.982473
2023-05-26,Beverages,0.98093
2023-05-27,Beverages,0.986509
2023-05-28,Beverages,0.983173
2023-05-29,Beverages,0.979365
2023-05-30,Beverages,0.983792
2023-05-31,Beverages,0.990358
2023-06-01,Beverages,0.988401
2023-06-02,Beverages,0.990084
2023-06-03,Beverages,0.998487
2023-06-04,Beverages,1.001642
2023-06-05,Beverages,1.000857
2023-06-06,Beverages,0.991148
2023-06-07,Beverages,0.99412
2023-06-08,Beverages,1.001158
2023-06-09,Beverages,1.001187
2023-06-10,Beverages,1.00611
2023-06-11,Beverages,0.996104
2023-06-12,Beverages,0.991329
2023-06-13,Beverages,0.990127
2023-06-14,Beverages,0.98347
2023-06-15,Beverages,0.987307
2023-06-16,Beverages,0.986176
2023-06-17,Beverages,0.995701
2023-06-18,Beverages,0.999553
2023-06-19,Beverages,1.006584
2023-06-20,Beverages,0.999028
2023-06-21,Beverages,1.004273
2023-06-22,Beverages,1.009843
2023-06-23,Beverages,1.016066
2023-06-24,Beverages,1.016644
2023-06-25,Beverages,1.022238
2023-06-26,Beverages,1.021419
2023-06-27,Beverages,1.015437
2023-06-28,Beverages,1.017989
2023-06-29,Beverages,1.019819
2023-06-30,Beverages,1.01772
2023-07-01,Beverages,1.028836
2023-07-02,Beverages,1.028116
2023-07-03,Beverages,1.017383
2023-07-04,Beverages,1.009581
2023-07-05,Beverages,1.015405
2023-07-06,Beverages,1.022852
2023-07-07,Beverages,1.023042
2023-07-08,Beverages,1.021622
2023-07-09,Beverages,1.0133
2023-07-10,Beverages,1.011839
2023-07-11,Beverages,1.008181
2023-07-12,Beverages,1.005134
2023-07-13,Beverages,1.00445
2023-07-14,Beverages,1.006427
2023-07-15,Beverages,1.003122
2023-07-16,Beverages,1.010977
2023-07-17,Beverages,1.020389
2023-07-18,Beverages,1.020623
2023-07-19,Beverages,1.025462
2023-07-20,Beverages,1.025136
2023-07-21,Beverages,1.019788
2023-07-22,Beverages,1.013402
2023-07-23,Beverages,1.007928
2023-07-24,Beverages,1.004632
2023-07-25,Beverages,1.003003
2023-07-26,Beverages,1.006835
2023-07-27,Beverages,1.001441
2023-07-28,Beverages,0.999263
2023-07-29,Beverages,1.000488
2023-07-30,Beverages,0.998072
2023-07-31,Beverages,0.999141
2023-08-01,Beverages,0.995641
2023-08-02,Beverages,0.989294
2023-08-03,Beverages,0.994122
2023-08-04,Beverages,0.994369
2023-08-05,Beverages,0.998565
2023-08-06,Beverages,0.999534
2023-08-07,Beverages,1.00167
2023-08-08,Beverages,0.99883
2023-08-09,Beverages,1.001383
2023-08-10,Beverages,1.00569
2023-08-11,Beverages,1.003832
2023-08-12,Beverages,0.999131
2023-08-13,Beverages,0.990878
2023-08-14,Beverages,0.987502
2023-08-15,Beverages,0.985139
2023-08-16,Beverages,0.978526
2023-08-17,Beverages,0.983649
2023-08-18,Beverages,0.986917
2023-08-19,Beverages,0.987049
2023-08-20,Beverages,0.986047
2023-08-21,Beverages,0.986912
2023-08-22,Beverages,0.987599
2023-08-23,Beverages,0.989251
2023-08-24,Beverages,0.994627
2023-08-25,Beverages,0.997381
2023-08-26,Beverages,0.998999
2023-08-27,Beverages,0.997193
2023-08-28,Beverages,0.999119
2023-08-29,Beverages,1.002121
2023-08-30,Beverages,1.001985
2023-08-31,Beverages,0.999915
2023-09-01,Beverages,1.000521
2023-09-02,Beverages,0.995793
2023-09-03,Beverages,0.996159
2023-09-04,Beverages,0.991757
2023-09-05,Beverages,0.990416
2023-09-06,Beverages,0.995184
2023-09-07,Beverages,0.995301
2023-09-08,Beverages,0.995404
2023-09-09,Beverages,0.999372
2023-09-10,Beverages,1.004266
2023-09-11,Beverages,1.007405
2023-09-12,Beverages,1.007867
2023-09-13,Beverages,1.004255
2023-09-14,Beverages,0.996609
2023-09-15,Beverages,1.003294
2023-09-16,Beverages,1.004992
2023-09-17,Beverages,1.005475
2023-09-18,Beverages,1.002884
2023-09-19,Beverages,1.001205
2023-09-20,Beverages,1.00475
2023-09-21,Beverages,0.999941
2023-09-22,Beverages,1.001502
2023-09-23,Beverages,1.006096
2023-09-24,Beverages,1.005727
2023-09-25,Beverages,1.006862
2023-09-26,Beverages,1.005429
2023-09-27,Beverages,1.000446
2023-09-28,Beverages,0.997054
2023-09-29,Beverages,0.992304
2023-09-30,Beverages,0.989568
2023-10-01,Beverages,0.97557
2023-10-02,Beverages,0.9737
2023-10-03,Beverages,0.969529
2023-10-04,Beverages,0.966551
2023-10-05,Beverages,0.966381
2023-10-06,Beverages,0.968405
2023-10-07,Beverages,0.978903
2023-10-08,Beverages,0.976422
2023-10-09,Beverages,0.971354
2023-10-10,Beverages,0.97516
2023-10-11,Beverages,0.976684
2023-10-12,Beverages,0.983621
2023-10-13,Beverages,0.977479
2023-10-14,Beverages,0.978479
2023-10-15,Beverages,0.973281
2023-10-16,Beverages,0.971088
2023-10-17,Beverages,0.97566
2023-10-18,Beverages,0.979335
2023-10-19,Beverages,0.981635
2023-10-20,Beverages,0.98362
2023-10-21,Beverages,0.980116
2023-10-22,Beverages,0.97812
2023-10-23,Beverages,0.981837
2023-10-24,Beverages,0.97658
2023-10-25,Beverages,0.974947
2023-10-26,Beverages,0.969096
2023-10-27,Beverages,0.969497
2023-10-28,Beverages,0.967706
2023-10-29,Beverages,0.971378
2023-10-30,Beverages,0.965997
2023-10-31,Beverages,0.971905
2023-11-01,Beverages,0.968331
2023-11-02,Beverages,0.971583
2023-11-03,Beverages,0.966795
2023-11-04,Beverages,0.962791
2023-11-05,Beverages,0.967362
2023-11-06,Beverages,0.971298
2023-11-07,Beverages,0.963948
2023-11-08,Beverages,0.973721
2023-11-09,Beverages,0.972629
2023-11-10,Beverages,0.961322
2023-11-11,Beverages,0.963689
2023-11-12,Beverages,0.958796
2023-11-13,Beverages,0.953051
2023-11-14,Beverages,0.960446
2023-11-15,Beverages,0.968869
2023-11-16,Beverages,0.974659
2023-11-17,Beverages,0.972539
2023-11-18,Beverages,0.969514
2023-11-19,Beverages,0.963019
2023-11-20,Beverages,0.965374
2023-11-21,Beverages,0.96521
2023-11-22,Beverages,0.960963
2023-11-23,Beverages,0.95707
2023-11-24,Beverages,0.951899
2023-11-25,Beverages,0.953944
2023-11-26,Beverages,0.95179
2023-11-27,Beverages,0.955398
2023-11-28,Beverages,0.951768
2023-11-29,Beverages,0.953438
2023-11-30,Beverages,0.948074
2023-12-01,Beverages,0.952227
2023-12-02,Beverages,0.956483
2023-12-03,Beverages,0.963775
2023-12-04,Beverages,0.961613
2023-12-05,Beverages,0.96418
2023-12-06,Beverages,0.959717
2023-12-07,Beverages,0.969958
2023-12-08,Beverages,0.966254
2023-12-09,Beverages,0.967917
2023-12-10,Beverages,0.962619
2023-12-11,Beverages,0.964853
2023-12-12,Beverages,0.950027
2023-12-13,Beverages,0.950346
2023-12-14,Beverages,0.955762
2023-12-15,Beverages,0.953461
2023-12-16,Beverages,0.954521
2023-12-17,Beverages,0.955125
2023-12-18,Beverages,0.959778
2023-12-19,Beverages,0.962375
2023-12-20,Beverages,0.960446
2023-12-21,Beverages,0.96615
2023-12-22,Beverages,0.967861
2023-12-23,Beverages,0.967127
2023-12-24,Beverages,0.97335
2023-12-25,Beverages,0.975634
2023-12-26,Beverages,0.976871
2023-12-27,Beverages,0.982545
2023-12-28,Beverages,0.9801
2023-12-29,Beverages,0.978548
2023-12-30,Beverages,0.978426
2023-12-31,Beverages,0.975749
2024-01-01,Beverages,0.965989
2024-01-02,Beverages,0.959366
2024-01-03,Beverages,0.963285
2024-01-04,Beverages,0.961878
2024-01-05,Beverages,0.962082
2024-01-06,Beverages,0.957526
2024-01-07,Beverages,0.957787
2024-01-08,Beverages,0.960003
2024-01-09,Beverages,0.959968
2024-01-10,Beverages,0.950259
2024-01-11,Beverages,0.953529
2024-01-12,Beverages,0.953623
2024-01-13,Beverages,0.957218
2024-01-14,Beverages,0.957517
2024-01-15,Beverages,0.961271
2024-01-16,Beverages,0.958565
2024-01-17,Beverages,0.95736
2024-01-18,Beverages,0.950953
2024-01-19,Beverages,0.946119
2024-01-20,Beverages,0.947894
2024-01-21,Beverages,0.94877
2024-01-22,Beverages,0.956391
2024-01-23,Beverages,0.954686
2024-01-24,Beverages,0.952474
2024-01-25,Beverages,0.954414
2024-01-26,Beverages,0.953537
2024-01-27,Beverages,0.948056
2024-01-28,Beverages,0.949379
2024-01-29,Beverages,0.957463
2024-01-30,Beverages,0.958799
2024-01-31,Beverages,0.95659
2024-02-01,Beverages,0.957736
2024-02-02,Beverages,0.965857
2024-02-03,Beverages,0.970681
2024-02-04,Beverages,0.975526
2024-02-05,Beverages,0.978304
2024-02-06,Beverages,0.976389
2024-02-07,Beverages,0.976685
2024-02-08,Beverages,0.980494
2024-02-09,Beverages,0.98595
2024-02-10,Beverages,0.98595
2024-02-11,Beverages,0.985714
2024-02-12,Beverages,0.988934
2024-02-13,Beverages,0.985337
2024-02-14,Beverages,0.98078
2024-02-15,Beverages,0.991576
2024-02-16,Beverages,0.998395
2024-02-17,Beverages,0.99854
2024-02-18,Beverages,1.000822
2024-02-19,Beverages,0.998749
2024-02-20,Beverages,0.997394
2024-02-21,Beverages,0.9926
2024-02-22,Beverages,0.989932
2024-02-23,Beverages,0.994732
2024-02-24,Beverages,0.995181
2024-02-25,Beverages,0.991666
2024-02-26,Beverages,0.985875
2024-02-27,Beverages,0.990389
2024-02-28,Beverages,0.997906
2024-02-29,Beverages,0.993376
2024-03-01,Beverages,0.992126
2024-03-02,Beverages,0.989811
2024-03-03,Beverages,0.988786
2024-03-04,Beverages,0.994523
2024-03-05,Beverages,0.991302
2024-03-06,Beverages,0.988862
2024-03-07,Beverages,0.988674
2024-03-08,Beverages,0.987521
2024-03-09,Beverages,0.989456
2024-03-10,Beverages,0.991689
2024-03-11,Beverages,0.994884
2024-03-12,Beverages,0.99247
2024-03-13,Beverages,0.989095
2024-03-14,Beverages,0.993416
2024-03-15,Beverages,0.997671
2024-03-16,Beverages,1.000664
2024-03-17,Beverages,1.005751
2024-03-18,Beverages,0.996334
2024-03-19,Beverages,0.992434
2024-03-20,Beverages,0.995736
2024-03-21,Beverages,0.993156
2024-03-22,Beverages,0.99542
2024-03-23,Beverages,1.000137
2024-03-24,Beverages,1.0019
2024-03-25,Beverages,0.99536
2024-03-26,Beverages,0.997073
2024-03-27,Beverages,0.987499
2024-03-28,Beverages,0.977615
2024-03-29,Beverages,0.973885
2024-03-30,Beverages,0.981716
2024-03-31,Beverages,0.977594
2024-04-01,Beverages,0.983296
2024-04-02,Beverages,0.985076
2024-04-03,Beverages,0.998738
2024-04-04,Beverages,1.002526
2024-04-05,Beverages,1.003026
2024-04-06,Beverages,1.004157
2024-04-07,Beverages,1.002457
2024-04-08,Beverages,1.002974
2024-04-09,Beverages,1.003444
2024-04-10,Beverages,1.005668
2024-04-11,Beverages,1.00217
2024-04-12,Beverages,0.998306
2024-04-13,Beverages,0.991314
2024-04-14,Beverages,0.996476
2024-04-15,Beverages,1.005612
2024-04-16,Beverages,1.005973
2024-04-17,Beverages,1.004269
2024-04-18,Beverages,1.00511
2024-04-19,Beverages,1.008109
2024-04-20,Beverages,1.004571
2024-04-21,Beverages,0.999808
2024-04-22,Beverages,1.002655
2024-04-23,Beverages,1.007786
2024-04-24,Beverages,1.013477
2024-04-25,Beverages,1.00623
2024-04-26,Beverages,1.003815
2024-04-27,Beverages,1.000565
2024-04-28,Beverages,0.997446
2024-04-29,Beverages,0.99219
2024-04-30,Beverages,0.995462
2024-05-01,Beverages,1.000779
2024-05-02,Beverages,1.001493
2024-05-03,Beverages,1.001308
2024-05-04,Beverages,0.997796
2024-05-05,Beverages,1.000507
2024-05-06,Beverages,0.99533
2024-05-07,Beverages,0.993941
2024-05-08,Beverages,0.993702
2024-05-09,Beverages,0.990691
2024-05-10,Beverages,0.984311
2024-05-11,Beverages,0.989721
2024-05-12,Beverages,0.985152
2024-05-13,Beverages,0.99017
2024-05-14,Beverages,0.990978
2024-05-15,Beverages,0.985336
2024-05-16,Beverages,0.990338
2024-05-17,Beverages,0.977733
2024-05-18,Beverages,0.976172
2024-05-19,Beverages,0.975819
2024-05-20,Beverages,0.977
2024-05-21,Beverages,0.976343
2024-05-22,Beverages,0.978672
2024-05-23,Beverages,0.97488
2024-05-24,Beverages,0.982515
2024-05-25,Beverages,0.988418
2024-05-26,Beverages,0.987331
2024-05-27,Beverages,0.991998
2024-05-28,Beverages,0.991883
2024-05-29,Beverages,0.991792
2024-05-30,Beverages,0.99319
2024-05-31,Beverages,0.988259
2024-06-01,Beverages,0.990005
2024-06-02,Beverages,0.984028
2024-06-03,Beverages,0.975281
2024-06-04,Beverages,0.974795
2024-06-05,Beverages,0.9784
2024-06-06,Beverages,0.980969
2024-06-07,Beverages,0.981149
2024-06-08,Beverages,0.978965
2024-06-09,Beverages,0.977181
2024-06-10,Beverages,0.975541
2024-06-11,Beverages,0.978375
2024-06-12,Beverages,0.975313
2024-06-13,Beverages,0.972374
2024-06-14,Beverages,0.974986
2024-06-15,Beverages,0.973956
2024-06-16,Beverages,0.979688
2024-06-17,Beverages,0.973757
2024-06-18,Beverages,0.978475
2024-06-19,Beverages,0.969627
2024-06-20,Beverages,0.978016
2024-06-21,Beverages,0.971224
2024-06-22,Beverages,0.969217
2024-06-23,Beverages,0.968146
2024-06-24,Beverages,0.967344
2024-06-25,Beverages,0.973126
2024-06-26,Beverages,0.975546
2024-06-27,Beverages,0.977209
2024-06-28,Beverages,0.977377
2024-06-29,Beverages,0.97541
2024-06-30,Beverages,0.972988
2024-07-01,Beverages,0.972754
2024-07-02,Beverages,0.977375
2024-07-03,Beverages,0.983415
2024-07-04,Beverages,0.990911
2024-07-05,Beverages,0.992764
2024-07-06,Beverages,0.99177
2024-07-07,Beverages,0.991161
2024-07-08,Beverages,0.994439
2024-07-09,Beverages,0.991803
2024-07-10,Beverages,0.986798
2024-07-11,Beverages,0.98689
2024-07-12,Beverages,0.989366
2024-07-13,Beverages,0.994071
2024-07-14,Beverages,1.000336
2024-07-15,Beverages,1.008013
2024-07-16,Beverages,1.007854
2024-07-17,Beverages,1.017254
2024-07-18,Beverages,1.010349
2024-07-19,Beverages,1.012598
2024-07-20,Beverages,1.015736
2024-07-21,Beverages,1.006012
2024-07-22,Beverages,1.006857
2024-07-23,Beverages,1.008284
2024-07-24,Beverages,1.008864
2024-07-25,Beverages,1.000736
2024-07-26,Beverages,1.006292
2024-07-27,Beverages,1.006947
2024-07-28,Beverages,1.008749
2024-07-29,Beverages,1.007092
2024-07-30,Beverages,1.007466
2024-07-31,Beverages,1.017694
2024-08-01,Beverages,1.013287
2024-08-02,Beverages,1.011337
2024-08-03,Beverages,1.012563
2024-08-04,Beverages,1.012406
2024-08-05,Beverages,1.020943
2024-08-06,Beverages,1.016111
2024-08-07,Beverages,1.025034
2024-08-08,Beverages,1.031214
2024-08-09,Beverages,1.023859
2024-08-10,Beverages,1.029923
2024-08-11,Beverages,1.028706
2024-08-12,Beverages,1.036449
2024-08-13,Beverages,1.039817
2024-08-14,Beverages,1.036437
2024-08-15,Beverages,1.036767
2024-08-16,Beverages,1.033195
2024-08-17,Beverages,1.038437
2024-08-18,Beverages,1.045427
2024-08-19,Beverages,1.049897
2024-08-20,Beverages,1.053868
2024-08-21,Beverages,1.053395
2024-08-22,Beverages,1.049373
2024-08-23,Beverages,1.050278
2024-08-24,Beverages,1.043366
2024-08-25,Beverages,1.048106
2024-08-26,Beverages,1.047297
2024-08-27,Beverages,1.047959
2024-08-28,Beverages,1.047255
2024-08-29,Beverages,1.041399
2024-08-30,Beverages,1.041376
2024-08-31,Beverages,1.037713
2024-09-01,Beverages,1.035254
2024-09-02,Beverages,1.027185
2024-09-03,Beverages,1.028732
2024-09-04,Beverages,1.03391
2024-09-05,Beverages,1.045345
2024-09-06,Beverages,1.042047
2024-09-07,Beverages,1.041349
2024-09-08,Beverages,1.034837
2024-09-09,Beverages,1.036278
2024-09-10,Beverages,1.041077
2024-09-11,Beverages,1.038095
2024-09-12,Beverages,1.037342
2024-09-13,Beverages,1.029738
2024-09-14,Beverages,1.032939
2024-09-15,Beverages,1.034131
2024-09-16,Beverages,1.039602
2024-09-17,Beverages,1.049886
2024-09-18,Beverages,1.049506
2024-09-19,Beverages,1.051362
2024-09-20,Beverages,1.049071
2024-09-21,Beverages,1.045992
2024-09-22,Beverages,1.040806
2024-09-23,Beverages,1.037315
2024-09-24,Beverages,1.03572
2024-09-25,Beverages,1.031403
2024-09-26,Beverages,1.039551
2024-09-27,Beverages,1.031463
2024-09-28,Beverages,1.031178
2024-09-29,Beverages,1.031993
2024-09-30,Beverages,1.033103
2024-10-01,Beverages,1.031252
2024-10-02,Beverages,1.020862
2024-10-03,Beverages,1.024331
2024-10-04,Beverages,1.027226
2024-10-05,Beverages,1.019302
2024-10-06,Beverages,1.010911
2024-10-07,Beverages,1.002736
2024-10-08,Beverages,1.002341
2024-10-09,Beverages,1.008858
2024-10-10,Beverages,1.006924
2024-10-11,Beverages,1.005768
2024-10-12,Beverages,1.002418
2024-10-13,Beverages,1.002895
2024-10-14,Beverages,0.997427
2024-10-15,Beverages,1.00309
2024-10-16,Beverages,1.005597
2024-10-17,Beverages,1.002002
2024-10-18,Beverages,0.99899
2024-10-19,Beverages,0.998692
2024-10-20,Beverages,1.005518
2024-10-21,Beverages,1.001517
2024-10-22,Beverages,1.001272
2024-10-23,Beverages,0.995771
2024-10-24,Beverages,0.997536
2024-10-25,Beverages,0.996731
2024-10-26,Beverages,0.995212
2024-10-27,Beverages,0.991066
2024-10-28,Beverages,0.986855
2024-10-29,Beverages,0.989182
2024-10-30,Beverages,0.988149
2024-10-31,Beverages,0.981722
2024-11-01,Beverages,0.978925
2024-11-02,Beverages,0.979044
2024-11-03,Beverages,0.977792
2024-11-04,Beverages,0.971093
2024-11-05,Beverages,0.976244
2024-11-06,Beverages,0.974299
2024-11-07,Beverages,0.978933
2024-11-08,Beverages,0.978147
2024-11-09,Beverages,0.970504
2024-11-10,Beverages,0.969808
2024-11-11,Beverages,0.970499
2024-11-12,Beverages,0.969796
2024-11-13,Beverages,0.969097
2024-11-14,Beverages,0.960642
2024-11-15,Beverages,0.961682
2024-11-16,Beverages,0.95797
2024-11-17,Beverages,0.957302
2024-11-18,Beverages,0.956248
2024-11-19,Beverages,0.962543
2024-11-20,Beverages,0.957125
2024-11-21,Beverages,0.959334
2024-11-22,Beverages,0.958916
2024-11-23,Beverages,0.961233
2024-11-24,Beverages,0.960505
2024-11-25,Beverages,0.969866
2024-11-26,Beverages,0.96081
2024-11-27,Beverages,0.957284
2024-11-28,Beverages,0.957822
2024-11-29,Beverages,0.954488
2024-11-30,Beverages,0.95232
2024-12-01,Beverages,0.951502
2024-12-02,Beverages,0.953418
2024-12-03,Beverages,0.956156
2024-12-04,Beverages,0.960681
2024-12-05,Beverages,0.965808
2024-12-06,Beverages,0.966706
2024-12-07,Beverages,0.971102
2024-12-08,Beverages,0.975161
2024-12-09,Beverages,0.986449
2024-12-10,Beverages,0.984467
2024-12-11,Beverages,0.987217
2024-12-12,Beverages,0.991844
2024-12-13,Beverages,0.996737
2024-12-14,Beverages,1.002203
2024-12-15,Beverages,1.006495
2024-12-16,Beverages,1.014928
2024-12-17,Beverages,1.017356
2024-12-18,Beverages,1.021752
2024-12-19,Beverages,1.022747
2024-12-20,Beverages,1.016485
2024-12-21,Beverages,1.010664
2024-12-22,Beverages,1.012488
2024-12-23,Beverages,1.008146
2024-12-24,Beverages,1.016324
2024-12-25,Beverages,1.009857
2024-12-26,Beverages,1.007592
2024-12-27,Beverages,1.007752
2024-12-28,Beverages,1.00253
2024-12-29,Beverages,1.003393
2024-12-30,Beverages,1.006154
2024-12-31,Beverages,0.998886
2025-01-01,Beverages,0.995152
2025-01-02,Beverages,0.998873
2025-01-03,Beverages,1.003841
2025-01-04,Beverages,1.006314
2025-01-05,Beverages,1.009512
2025-01-06,Beverages,1.005434
2025-01-07,Beverages,1.003027
2025-01-08,Beverages,1.000955
2025-01-09,Beverages,1.002473
2025-01-10,Beverages,0.996057
2025-01-11,Beverages,0.994514
2025-01-12,Beverages,0.993025
2025-01-13,Beverages,0.99634
2025-01-14,Beverages,0.986903
2025-01-15,Beverages,0.984978
2025-01-16,Beverages,0.981958
2025-01-17,Beverages,0.985926
2025-01-18,Beverages,0.987986
2025-01-19,Beverages,0.99116
2025-01-20,Beverages,0.981711
2025-01-21,Beverages,0.987494
2025-01-22,Beverages,0.985024
2025-01-23,Beverages,0.981121
2025-01-24,Beverages,0.976399
2025-01-25,Beverages,0.979155
2025-01-26,Beverages,0.985241
2025-01-27,Beverages,0.986565
2025-01-28,Beverages,0.98315
2025-01-29,Beverages,0.978406
2025-01-30,Beverages,0.979151
2025-01-31,Beverages,0.975199
2025-02-01,Beverages,0.976648
2025-02-02,Beverages,0.974533
2025-02-03,Beverages,0.972608
2025-02-04,Beverages,0.975384
2025-02-05,Beverages,0.973822
2025-02-06,Beverages,0.976194
2025-02-07,Beverages,0.977968
2025-02-08,Beverages,0.979204
2025-02-09,Beverages,0.977073
2025-02-10,Beverages,0.979086
2025-02-11,Beverages,0.977242
2025-02-12,Beverages,0.971528
2025-02-13,Beverages,0.972534
2025-02-14,Beverages,0.969495
2025-02-15,Beverages,0.967156
2025-02-16,Beverages,0.963438
2025-02-17,Beverages,0.962564
2025-02-18,Beverages,0.965538
2025-02-19,Beverages,0.96386
2025-02-20,Beverages,0.965484
2025-02-21,Beverages,0.961366
2025-02-22,Beverages,0.95924
2025-02-23,Beverages,0.95886
2025-02-24,Beverages,0.959932
2025-02-25,Beverages,0.958618
2025-02-26,Beverages,0.949218
2025-02-27,Beverages,0.948117
2025-02-28,Beverages,0.952605
2025-03-01,Beverages,0.951574
2025-03-02,Beverages,0.953594
2025-03-03,Beverages,0.958131
2025-03-04,Beverages,0.955931
2025-03-05,Beverages,0.95901
2025-03-06,Beverages,0.96317
2025-03-07,Beverages,0.96126
2025-03-08,Beverages,0.96369
2025-03-09,Beverages,0.965687
2025-03-10,Beverages,0.966905
2025-03-11,Beverages,0.972815
2025-03-12,Beverages,0.981398
2025-03-13,Beverages,0.980208
2025-03-14,Beverages,0.982384
2025-03-15,Beverages,0.97558
2025-03-16,Beverages,0.973651
2025-03-17,Beverages,0.971364
2025-03-18,Beverages,0.96286
2025-03-19,Beverages,0.967739
2025-03-20,Beverages,0.967526
2025-03-21,Beverages,0.963902
2025-03-22,Beverages,0.966532
2025-03-23,Beverages,0.970656
2025-03-24,Beverages,0.974216
2025-03-25,Beverages,0.973694
2025-03-26,Beverages,0.979366
2025-03-27,Beverages,0.974824
2025-03-28,Beverages,0.973425
2025-03-29,Beverages,0.971738
2025-03-30,Beverages,0.969739
2025-03-31,Beverages,0.975046
2025-04-01,Beverages,0.973867
