period,product_id,store_id,units,revenue,cost,gross_profit,promo_days,stockout_days,days,avg_selling_price
2022-12-26/2023-01-01,P00003,S00027,44,1716.0,1081.08,634.92,0,0,1,39.0
2022-12-26/2023-01-01,P00003,S00053,12,472.8,294.84,177.96,0,0,1,39.4
2022-12-26/2023-01-01,P00003,S00062,52,1925.56,1277.64,647.92,0,0,1,37.03
2022-12-26/2023-01-01,P00003,S00067,21,809.55,515.97,293.58,0,0,1,38.55
2022-12-26/2023-01-01,P00003,S00071,56,2214.24,1375.92,838.32,0,0,1,39.54
2022-12-26/2023-01-01,P00003,S00072,27,1033.56,663.39,370.17,0,0,1,38.28
2022-12-26/2023-01-01,P00003,S00077,98,4026.82,2407.86,1618.96,0,0,1,41.09
2022-12-26/2023-01-01,P00003,S00080,75,2997.75,1842.75,1155.0,0,0,1,39.97
2022-12-26/2023-01-01,P00003,S00086,49,1893.36,1203.93,689.43,0,0,1,38.64
2022-12-26/2023-01-01,P00003,S00099,33,1246.41,810.81,435.6,0,0,1,37.77
2022-12-26/2023-01-01,P00003,S00139,47,1762.03,1154.79,607.24,0,0,1,37.49
2022-12-26/2023-01-01,P00003,S00140,12,480.72,294.84,185.88,0,0,1,40.06
2022-12-26/2023-01-01,P00003,S00153,9,336.33,221.13,115.2,0,0,1,37.37
2022-12-26/2023-01-01,P00003,S00155,38,1478.96,933.66,545.3,0,0,1,38.92
2022-12-26/2023-01-01,P00003,S00177,33,1239.48,810.81,428.67,0,0,1,37.56
2022-12-26/2023-01-01,P00004,S00014,137,5138.87,3086.61,2052.26,0,0,1,37.51
2022-12-26/2023-01-01,P00004,S00023,69,2598.54,1554.57,1043.97,0,0,1,37.66
2022-12-26/2023-01-01,P00004,S00025,277,10107.73,6240.81,3866.92,0,0,1,36.49
2022-12-26/2023-01-01,P00004,S00026,103,3735.81,2320.59,1415.22,0,0,1,36.27
2022-12-26/2023-01-01,P00004,S00039,42,1511.58,946.26,565.32,0,0,1,35.99
2022-12-26/2023-01-01,P00004,S00047,296,11008.24,6668.88,4339.36,0,0,1,37.19
2022-12-26/2023-01-01,P00004,S00048,64,2317.44,1441.92,875.52,0,0,1,36.21
2022-12-26/2023-01-01,P00004,S00049,8,299.84,180.24,119.6,0,0,1,37.48
2022-12-26/2023-01-01,P00004,S00053,22,833.14,495.66,337.48,0,0,1,37.87
2022-12-26/2023-01-01,P00004,S00080,226,8547.32,5091.78,3455.54,0,0,1,37.82
2022-12-26/2023-01-01,P00004,S00092,60,2149.2,1351.8,797.4,0,0,1,35.82
2022-12-26/2023-01-01,P00004,S00097,24,851.28,540.72,310.56,0,0,1,35.47
2022-12-26/2023-01-01,P00004,S00106,54,1907.28,1216.62,690.66,0,0,1,35.32
2022-12-26/2023-01-01,P00004,S00108,40,1454.8,901.2,553.6,0,0,1,36.37
2022-12-26/2023-01-01,P00004,S00122,24,875.04,540.72,334.32,0,0,1,36.46
2022-12-26/2023-01-01,P00004,S00126,312,11578.32,7029.36,4548.96,0,0,1,37.11
2022-12-26/2023-01-01,P00004,S00136,156,5831.28,3514.68,2316.6,0,0,1,37.38
2022-12-26/2023-01-01,P00004,S00139,68,2498.32,1532.04,966.28,0,0,1,36.74
2022-12-26/2023-01-01,P00004,S00147,22,827.86,495.66,332.2,0,0,1,37.63
2022-12-26/2023-01-01,P00004,S00155,21,786.87,473.13,313.74,0,0,1,37.47
2022-12-26/2023-01-01,P00004,S00163,137,5019.68,3086.61,1933.07,0,0,1,36.64
2022-12-26/2023-01-01,P00004,S00167,12,423.96,270.36,153.6,0,0,1,35.33
2022-12-26/2023-01-01,P00004,S00189,223,8248.77,5024.19,3224.58,0,0,1,36.99
2022-12-26/2023-01-01,P00004,S00195,55,2059.75,1239.15,820.6,0,0,1,37.45
2022-12-26/2023-01-01,P00005,S00005,0,0.0,0.0,0.0,0,0,1,106.06
2022-12-26/2023-01-01,P00005,S00011,0,0.0,0.0,0.0,0,0,1,101.18
2022-12-26/2023-01-01,P00005,S00019,0,0.0,0.0,0.0,0,0,1,106.84
2022-12-26/2023-01-01,P00005,S00038,0,0.0,0.0,0.0,0,0,1,99.22
2022-12-26/2023-01-01,P00005,S00048,0,0.0,0.0,0.0,0,0,1,104.57
2022-12-26/2023-01-01,P00005,S00051,0,0.0,0.0,0.0,0,0,1,102.32
2022-12-26/2023-01-01,P00005,S00060,0,0.0,0.0,0.0,0,0,1,103.86
2022-12-26/2023-01-01,P00005,S00063,0,0.0,0.0,0.0,0,0,1,105.23
2022-12-26/2023-01-01,P00005,S00065,0,0.0,0.0,0.0,0,0,1,104.39
2022-12-26/2023-01-01,P00005,S00074,0,0.0,0.0,0.0,0,0,1,106.77
2022-12-26/2023-01-01,P00005,S00077,0,0.0,0.0,0.0,0,0,1,105.96
2022-12-26/2023-01-01,P00005,S00085,0,0.0,0.0,0.0,0,0,1,104.73
2022-12-26/2023-01-01,P00005,S00089,0,0.0,0.0,0.0,0,0,1,101.04
2022-12-26/2023-01-01,P00005,S00105,0,0.0,0.0,0.0,0,0,1,102.93
2022-12-26/2023-01-01,P00005,S00108,0,0.0,0.0,0.0,0,0,1,99.66
2022-12-26/2023-01-01,P00005,S00120,0,0.0,0.0,0.0,0,0,1,103.72
2022-12-26/2023-01-01,P00005,S00124,0,0.0,0.0,0.0,0,0,1,101.48
2022-12-26/2023-01-01,P00005,S00125,0,0.0,0.0,0.0,0,0,1,105.36
2022-12-26/2023-01-01,P00005,S00130,0,0.0,0.0,0.0,0,0,1,105.66
2022-12-26/2023-01-01,P00005,S00152,0,0.0,0.0,0.0,0,0,1,97.85
2022-12-26/2023-01-01,P00005,S00154,0,0.0,0.0,0.0,0,0,1,103.42
2022-12-26/2023-01-01,P00005,S00163,0,0.0,0.0,0.0,0,0,1,105.16
2022-12-26/2023-01-01,P00005,S00184,0,0.0,0.0,0.0,0,0,1,99.41
2022-12-26/2023-01-01,P00005,S00188,0,0.0,0.0,0.0,0,0,1,109.83
2022-12-26/2023-01-01,P00005,S00197,0,0.0,0.0,0.0,0,0,1,103.22
2022-12-26/2023-01-01,P00005,S00199,0,0.0,0.0,0.0,0,0,1,100.74
2022-12-26/2023-01-01,P00006,S00001,56,1344.56,926.24,418.32,0,0,1,24.01
2022-12-26/2023-01-01,P00006,S00003,105,2579.85,1736.7,843.15,0,0,1,24.57
2022-12-26/2023-01-01,P00006,S00014,85,2123.3,1405.9,717.4,0,0,1,24.98
2022-12-26/2023-01-01,P00006,S00023,97,2378.44,1604.38,774.06,0,0,1,24.52
2022-12-26/2023-01-01,P00006,S00024,106,2746.46,1753.24,993.22,0,0,1,25.91
2022-12-26/2023-01-01,P00006,S00047,71,1823.99,1174.34,649.65,0,0,1,25.69
2022-12-26/2023-01-01,P00006,S00053,71,1769.32,1174.34,594.98,0,0,1,24.92
2022-12-26/2023-01-01,P00006,S00066,13,322.4,215.02,107.38,0,0,1,24.8
2022-12-26/2023-01-01,P00006,S00067,41,948.74,678.14,270.6,0,0,1,23.14
2022-12-26/2023-01-01,P00006,S00068,102,2566.32,1687.08,879.24,0,0,1,25.16
2022-12-26/2023-01-01,P00006,S00069,32,818.56,529.28,289.28,0,0,1,25.58
2022-12-26/2023-01-01,P00006,S00073,16,386.24,264.64,121.6,0,0,1,24.14
2022-12-26/2023-01-01,P00006,S00077,132,3385.8,2183.28,1202.52,0,0,1,25.65
2022-12-26/2023-01-01,P00006,S00082,142,3589.76,2348.68,1241.08,0,0,1,25.28
2022-12-26/2023-01-01,P00006,S00091,15,370.8,248.1,122.7,0,0,1,24.72
2022-12-26/2023-01-01,P00006,S00099,67,1581.87,1108.18,473.69,0,0,1,23.61
2022-12-26/2023-01-01,P00006,S00111,27,657.18,446.58,210.6,0,0,1,24.34
2022-12-26/2023-01-01,P00006,S00143,19,465.5,314.26,151.24,0,0,1,24.5
2022-12-26/2023-01-01,P00006,S00144,95,2435.8,1571.3,864.5,0,0,1,25.64
2022-12-26/2023-01-01,P00006,S00145,144,3553.92,2381.76,1172.16,0,0,1,24.68
2022-12-26/2023-01-01,P00006,S00146,13,329.55,215.02,114.53,0,0,1,25.35
2022-12-26/2023-01-01,P00006,S00148,65,1545.05,1075.1,469.95,0,0,1,23.77
2022-12-26/2023-01-01,P00006,S00150,26,621.4,430.04,191.36,0,0,1,23.9
2022-12-26/2023-01-01,P00006,S00151,102,2458.2,1687.08,771.12,0,0,1,24.1
2022-12-26/2023-01-01,P00006,S00175,103,2577.06,1703.62,873.44,0,0,1,25.02
2022-12-26/2023-01-01,P00006,S00180,29,696.58,479.66,216.92,0,0,1,24.02
2022-12-26/2023-01-01,P00006,S00189,78,1985.1,1290.12,694.98,0,0,1,25.45
2022-12-26/2023-01-01,P00007,S00026,0,0.0,0.0,0.0,0,0,1,111.31
2022-12-26/2023-01-01,P00007,S00027,0,0.0,0.0,0.0,0,0,1,118.93
2022-12-26/2023-01-01,P00007,S00038,0,0.0,0.0,0.0,0,0,1,105.27
2022-12-26/2023-01-01,P00007,S00043,0,0.0,0.0,0.0,0,0,1,113.61
2022-12-26/2023-01-01,P00007,S00056,0,0.0,0.0,0.0,0,0,1,107.08
2022-12-26/2023-01-01,P00007,S00070,0,0.0,0.0,0.0,0,0,1,108.65
2022-12-26/2023-01-01,P00007,S00080,0,0.0,0.0,0.0,0,0,1,113.22
2022-12-26/2023-01-01,P00007,S00084,0,0.0,0.0,0.0,0,0,1,116.7
2022-12-26/2023-01-01,P00007,S00111,0,0.0,0.0,0.0,0,0,1,115.97
2022-12-26/2023-01-01,P00007,S00125,0,0.0,0.0,0.0,0,0,1,114.88
2022-12-26/2023-01-01,P00007,S00131,0,0.0,0.0,0.0,0,0,1,108.7
2022-12-26/2023-01-01,P00007,S00133,0,0.0,0.0,0.0,0,0,1,107.27
2022-12-26/2023-01-01,P00007,S00135,0,0.0,0.0,0.0,0,0,1,113.84
2022-12-26/2023-01-01,P00007,S00139,0,0.0,0.0,0.0,0,0,1,113.0
2022-12-26/2023-01-01,P00007,S00141,0,0.0,0.0,0.0,0,0,1,111.92
2022-12-26/2023-01-01,P00007,S00149,0,0.0,0.0,0.0,0,0,1,110.46
2022-12-26/2023-01-01,P00007,S00172,0,0.0,0.0,0.0,0,0,1,113.49
2022-12-26/2023-01-01,P00008,S00015,47,2167.64,1393.55,774.09,0,0,1,46.12
2022-12-26/2023-01-01,P00008,S00017,63,2938.32,1867.95,1070.37,0,0,1,46.64
2022-12-26/2023-01-01,P00008,S00019,97,4503.71,2876.05,1627.66,0,0,1,46.43
2022-12-26/2023-01-01,P00008,S00023,86,3884.62,2549.9,1334.72,0,0,1,45.17
2022-12-26/2023-01-01,P00008,S00035,27,1207.98,800.55,407.43,0,0,1,44.74
2022-12-26/2023-01-01,P00008,S00037,40,1818.0,1186.0,632.0,0,0,1,45.45
2022-12-26/2023-01-01,P00008,S00081,93,4341.24,2757.45,1583.79,0,0,1,46.68
2022-12-26/2023-01-01,P00008,S00085,78,3591.9,2312.7,1279.2,0,0,1,46.05
2022-12-26/2023-01-01,P00008,S00099,36,1596.96,1067.4,529.56,0,0,1,44.36
2022-12-26/2023-01-01,P00008,S00101,44,2008.6,1304.6,704.0,0,0,1,45.65
2022-12-26/2023-01-01,P00008,S00145,65,3016.65,1927.25,1089.4,0,0,1,46.41
2022-12-26/2023-01-01,P00008,S00157,96,4294.08,2846.4,1447.68,0,0,1,44.73
2022-12-26/2023-01-01,P00008,S00163,261,11635.38,7738.65,3896.73,0,0,1,44.58
2022-12-26/2023-01-01,P00008,S00166,13,604.37,385.45,218.92,0,0,1,46.49
2022-12-26/2023-01-01,P00008,S00188,50,2290.5,1482.5,808.0,0,0,1,45.81
2022-12-26/2023-01-01,P00009,S00002,5,699.65,404.2,295.45,0,0,1,139.93
2022-12-26/2023-01-01,P00009,S00007,5,692.15,404.2,287.95,0,0,1,138.43
2022-12-26/2023-01-01,P00009,S00009,12,1591.56,970.08,621.48,0,0,1,132.63
2022-12-26/2023-01-01,P00009,S00033,95,12533.35,7679.8,4853.55,0,0,1,131.93
2022-12-26/2023-01-01,P00009,S00034,743,67605.57,60064.12,7541.45,1,0,1,90.99
2022-12-26/2023-01-01,P00009,S00046,137,18459.38,11075.08,7384.3,0,0,1,134.74
2022-12-26/2023-01-01,P00009,S00047,79,10708.45,6386.36,4322.09,0,0,1,135.55
2022-12-26/2023-01-01,P00009,S00048,85,11461.4,6871.4,4590.0,0,0,1,134.84
2022-12-26/2023-01-01,P00009,S00074,18,2525.58,1455.12,1070.46,0,0,1,140.31
2022-12-26/2023-01-01,P00009,S00078,17,2354.33,1374.28,980.05,0,0,1,138.49
2022-12-26/2023-01-01,P00009,S00091,12,1686.72,970.08,716.64,0,0,1,140.56
2022-12-26/2023-01-01,P00009,S00096,30,4110.9,2425.2,1685.7,0,0,1,137.03
2022-12-26/2023-01-01,P00009,S00108,99,13447.17,8003.16,5444.01,0,0,1,135.83
2022-12-26/2023-01-01,P00009,S00116,13,1853.8,1050.92,802.88,0,0,1,142.6
2022-12-26/2023-01-01,P00009,S00117,22,2996.62,1778.48,1218.14,0,0,1,136.21
2022-12-26/2023-01-01,P00009,S00126,257,36183.03,20775.88,15407.15,0,0,1,140.79
2022-12-26/2023-01-01,P00009,S00139,314,43310.02,25383.76,17926.26,0,0,1,137.93
2022-12-26/2023-01-01,P00009,S00140,58,7940.2,4688.72,3251.48,0,0,1,136.9
2022-12-26/2023-01-01,P00009,S00148,305,39341.95,24656.2,14685.75,0,0,1,128.99
2022-12-26/2023-01-01,P00009,S00151,116,15795.72,9377.44,6418.28,0,0,1,136.17
2022-12-26/2023-01-01,P00009,S00159,20,2823.6,1616.8,1206.8,0,0,1,141.18
2022-12-26/2023-01-01,P00009,S00163,260,35063.6,21018.4,14045.2,0,0,1,134.86
2022-12-26/2023-01-01,P00010,S00003,0,0.0,0.0,0.0,0,0,1,108.07
2022-12-26/2023-01-01,P00010,S00008,0,0.0,0.0,0.0,0,0,1,106.83
2022-12-26/2023-01-01,P00010,S00015,0,0.0,0.0,0.0,0,0,1,107.74
2022-12-26/2023-01-01,P00010,S00021,0,0.0,0.0,0.0,0,0,1,110.8
2022-12-26/2023-01-01,P00010,S00033,0,0.0,0.0,0.0,0,0,1,107.87
2022-12-26/2023-01-01,P00010,S00040,0,0.0,0.0,0.0,0,0,1,113.95
2022-12-26/2023-01-01,P00010,S00043,0,0.0,0.0,0.0,0,0,1,109.12
2022-12-26/2023-01-01,P00010,S00052,0,0.0,0.0,0.0,0,0,1,112.5
2022-12-26/2023-01-01,P00010,S00056,0,0.0,0.0,0.0,0,0,1,107.69
2022-12-26/2023-01-01,P00010,S00062,0,0.0,0.0,0.0,0,0,1,107.26
2022-12-26/2023-01-01,P00010,S00064,0,0.0,0.0,0.0,0,0,1,107.66
2022-12-26/2023-01-01,P00010,S00070,0,0.0,0.0,0.0,0,0,1,107.68
2022-12-26/2023-01-01,P00010,S00071,0,0.0,0.0,0.0,0,0,1,108.19
2022-12-26/2023-01-01,P00010,S00077,0,0.0,0.0,0.0,0,0,1,114.98
2022-12-26/2023-01-01,P00010,S00078,0,0.0,0.0,0.0,0,0,1,111.32
2022-12-26/2023-01-01,P00010,S00079,0,0.0,0.0,0.0,0,0,1,111.43
2022-12-26/2023-01-01,P00010,S00101,0,0.0,0.0,0.0,0,0,1,107.01
2022-12-26/2023-01-01,P00010,S00105,0,0.0,0.0,0.0,0,0,1,111.01
2022-12-26/2023-01-01,P00010,S00108,0,0.0,0.0,0.0,0,0,1,107.49
2022-12-26/2023-01-01,P00010,S00117,0,0.0,0.0,0.0,0,0,1,104.21
2022-12-26/2023-01-01,P00010,S00126,0,0.0,0.0,0.0,0,0,1,110.39
2022-12-26/2023-01-01,P00010,S00131,0,0.0,0.0,0.0,0,0,1,109.08
2022-12-26/2023-01-01,P00010,S00132,0,0.0,0.0,0.0,0,0,1,112.22
2022-12-26/2023-01-01,P00010,S00144,0,0.0,0.0,0.0,0,0,1,110.95
2022-12-26/2023-01-01,P00010,S00145,0,0.0,0.0,0.0,0,0,1,111.84
2022-12-26/2023-01-01,P00010,S00173,0,0.0,0.0,0.0,0,0,1,106.13
2022-12-26/2023-01-01,P00011,S00004,16,435.68,276.32,159.36,0,0,1,27.23
2022-12-26/2023-01-01,P00011,S00025,40,1073.2,690.8,382.4,0,0,1,26.83
2022-12-26/2023-01-01,P00011,S00026,36,963.72,621.72,342.0,0,0,1,26.77
2022-12-26/2023-01-01,P00011,S00036,64,1720.32,1105.28,615.04,0,0,1,26.88
2022-12-26/2023-01-01,P00011,S00043,101,2895.67,1744.27,1151.4,0,0,1,28.67
2022-12-26/2023-01-01,P00011,S00048,106,2836.56,1830.62,1005.94,0,0,1,26.76
2022-12-26/2023-01-01,P00011,S00052,43,1116.71,742.61,374.1,0,0,1,25.97
2022-12-26/2023-01-01,P00011,S00075,123,3282.87,2124.21,1158.66,0,0,1,26.69
2022-12-26/2023-01-01,P00011,S00086,46,1236.48,794.42,442.06,0,0,1,26.88
2022-12-26/2023-01-01,P00011,S00087,5,139.3,86.35,52.95,0,0,1,27.86
2022-12-26/2023-01-01,P00011,S00110,135,3591.0,2331.45,1259.55,0,0,1,26.6
2022-12-26/2023-01-01,P00011,S00113,156,4240.08,2694.12,1545.96,0,0,1,27.18
2022-12-26/2023-01-01,P00011,S00115,69,1869.9,1191.63,678.27,0,0,1,27.1
2022-12-26/2023-01-01,P00011,S00124,60,1639.8,1036.2,603.6,0,0,1,27.33
2022-12-26/2023-01-01,P00011,S00128,29,792.28,500.83,291.45,0,0,1,27.32
2022-12-26/2023-01-01,P00011,S00148,61,1609.18,1053.47,555.71,0,0,1,26.38
2022-12-26/2023-01-01,P00011,S00171,8,219.04,138.16,80.88,0,0,1,27.38
2022-12-26/2023-01-01,P00011,S00172,109,2947.36,1882.43,1064.93,0,0,1,27.04
2022-12-26/2023-01-01,P00011,S00175,62,1706.86,1070.74,636.12,0,0,1,27.53
2022-12-26/2023-01-01,P00012,S00011,15,1747.8,1078.95,668.85,0,0,1,116.52
2022-12-26/2023-01-01,P00012,S00012,19,2229.65,1366.67,862.98,0,0,1,117.35
2022-12-26/2023-01-01,P00012,S00015,65,7678.45,4675.45,3003.0,0,0,1,118.13
2022-12-26/2023-01-01,P00012,S00018,7,833.91,503.51,330.4,0,0,1,119.13
2022-12-26/2023-01-01,P00012,S00023,154,18338.32,11077.22,7261.1,0,0,1,119.08
2022-12-26/2023-01-01,P00012,S00039,35,3979.5,2517.55,1461.95,0,0,1,113.7
2022-12-26/2023-01-01,P00012,S00088,24,2858.88,1726.32,1132.56,0,0,1,119.12
2022-12-26/2023-01-01,P00012,S00108,31,3588.56,2229.83,1358.73,0,0,1,115.76
2022-12-26/2023-01-01,P00012,S00111,17,1985.94,1222.81,763.13,0,0,1,116.82
2022-12-26/2023-01-01,P00012,S00122,8,957.36,575.44,381.92,0,0,1,119.67
2022-12-26/2023-01-01,P00012,S00139,76,8955.84,5466.68,3489.16,0,0,1,117.84
2022-12-26/2023-01-01,P00012,S00147,16,1935.2,1150.88,784.32,0,0,1,120.95
2022-12-26/2023-01-01,P00012,S00148,36,4114.08,2589.48,1524.6,0,0,1,114.28
2022-12-26/2023-01-01,P00012,S00163,25,3087.75,1798.25,1289.5,0,0,1,123.51
2022-12-26/2023-01-01,P00012,S00185,30,3686.7,2157.9,1528.8,0,0,1,122.89
2022-12-26/2023-01-01,P00013,S00001,15,1246.95,837.45,409.5,0,0,1,83.13
2022-12-26/2023-01-01,P00013,S00008,9,704.97,502.47,202.5,0,0,1,78.33
2022-12-26/2023-01-01,P00013,S00009,2,162.32,111.66,50.66,0,0,1,81.16
2022-12-26/2023-01-01,P00013,S00022,104,8107.84,5806.32,2301.52,0,0,1,77.96
2022-12-26/2023-01-01,P00013,S00023,97,8216.87,5415.51,2801.36,0,0,1,84.71
2022-12-26/2023-01-01,P00013,S00024,137,11720.35,7648.71,4071.64,0,0,1,85.55
2022-12-26/2023-01-01,P00013,S00025,105,8529.15,5862.15,2667.0,0,0,1,81.23
2022-12-26/2023-01-01,P00013,S00034,61,5333.84,3405.63,1928.21,0,0,1,87.44
2022-12-26/2023-01-01,P00013,S00037,34,2799.56,1898.22,901.34,0,0,1,82.34
2022-12-26/2023-01-01,P00013,S00045,22,1830.84,1228.26,602.58,0,0,1,83.22
2022-12-26/2023-01-01,P00013,S00047,153,12728.07,8541.99,4186.08,0,0,1,83.19
2022-12-26/2023-01-01,P00013,S00061,3,234.9,167.49,67.41,0,0,1,78.3
2022-12-26/2023-01-01,P00013,S00070,15,1212.3,837.45,374.85,0,0,1,80.82
2022-12-26/2023-01-01,P00013,S00091,32,1937.28,1786.56,150.72,1,0,1,60.54
2022-12-26/2023-01-01,P00013,S00092,134,10754.84,7481.22,3273.62,0,0,1,80.26
2022-12-26/2023-01-01,P00013,S00119,10,809.0,558.3,250.7,0,0,1,80.9
2022-12-26/2023-01-01,P00013,S00131,64,5175.04,3573.12,1601.92,0,0,1,80.86
2022-12-26/2023-01-01,P00013,S00135,64,5400.96,3573.12,1827.84,0,0,1,84.39
2022-12-26/2023-01-01,P00013,S00148,24,1958.4,1339.92,618.48,0,0,1,81.6
2022-12-26/2023-01-01,P00013,S00150,55,4524.3,3070.65,1453.65,0,0,1,82.26
2022-12-26/2023-01-01,P00013,S00157,18,1464.48,1004.94,459.54,0,0,1,81.36
2022-12-26/2023-01-01,P00013,S00167,58,4640.58,3238.14,1402.44,0,0,1,80.01
2022-12-26/2023-01-01,P00013,S00173,27,2209.95,1507.41,702.54,0,0,1,81.85
2022-12-26/2023-01-01,P00013,S00194,69,5637.3,3852.27,1785.03,0,0,1,81.7
2022-12-26/2023-01-01,P00014,S00003,132,9810.24,6462.72,3347.52,0,0,1,74.32
2022-12-26/2023-01-01,P00014,S00014,36,2687.04,1762.56,924.48,0,0,1,74.64
2022-12-26/2023-01-01,P00014,S00033,18,1321.2,881.28,439.92,0,0,1,73.4
2022-12-26/2023-01-01,P00014,S00046,42,2965.2,2056.32,908.88,0,0,1,70.6
2022-12-26/2023-01-01,P00014,S00047,54,4069.98,2643.84,1426.14,0,0,1,75.37
2022-12-26/2023-01-01,P00014,S00071,59,4323.52,2888.64,1434.88,0,0,1,73.28
2022-12-26/2023-01-01,P00014,S00081,41,2923.3,2007.36,915.94,0,0,1,71.3
2022-12-26/2023-01-01,P00014,S00089,22,1547.7,1077.12,470.58,0,0,1,70.35
2022-12-26/2023-01-01,P00014,S00091,6,445.08,293.76,151.32,0,0,1,74.18
2022-12-26/2023-01-01,P00014,S00108,168,12297.6,8225.28,4072.32,0,0,1,73.2
2022-12-26/2023-01-01,P00014,S00110,32,2296.64,1566.72,729.92,0,0,1,71.77
2022-12-26/2023-01-01,P00014,S00115,67,4924.5,3280.32,1644.18,0,0,1,73.5
2022-12-26/2023-01-01,P00014,S00119,44,3109.48,2154.24,955.24,0,0,1,70.67
2022-12-26/2023-01-01,P00014,S00130,87,6351.87,4259.52,2092.35,0,0,1,73.01
2022-12-26/2023-01-01,P00014,S00134,4,280.36,195.84,84.52,0,0,1,70.09
2022-12-26/2023-01-01,P00014,S00151,69,4835.52,3378.24,1457.28,0,0,1,70.08
2022-12-26/2023-01-01,P00014,S00163,76,5684.8,3720.96,1963.84,0,0,1,74.8
2022-12-26/2023-01-01,P00014,S00173,57,4013.37,2790.72,1222.65,0,0,1,70.41
2022-12-26/2023-01-01,P00014,S00179,3,227.16,146.88,80.28,0,0,1,75.72
2022-12-26/2023-01-01,P00014,S00192,38,2826.44,1860.48,965.96,0,0,1,74.38
2022-12-26/2023-01-01,P00015,S00003,109,10602.43,6139.97,4462.46,0,0,1,97.27
2022-12-26/2023-01-01,P00015,S00007,16,1075.52,901.28,174.24,1,0,1,67.22
2022-12-26/2023-01-01,P00015,S00011,27,2688.93,1520.91,1168.02,0,0,1,99.59
2022-12-26/2023-01-01,P00015,S00028,22,2134.44,1239.26,895.18,0,0,1,97.02
2022-12-26/2023-01-01,P00015,S00055,69,6890.34,3886.77,3003.57,0,0,1,99.86
2022-12-26/2023-01-01,P00015,S00056,72,7197.84,4055.76,3142.08,0,0,1,99.97
2022-12-26/2023-01-01,P00015,S00057,2,192.7,112.66,80.04,0,0,1,96.35
2022-12-26/2023-01-01,P00015,S00060,20,1939.6,1126.6,813.0,0,0,1,96.98
2022-12-26/2023-01-01,P00015,S00062,61,6065.84,3436.13,2629.71,0,0,1,99.44
2022-12-26/2023-01-01,P00015,S00102,35,3510.5,1971.55,1538.95,0,0,1,100.3
