date,product_id,store_id,channel,units,regular_price,selling_price,discount_percentage,revenue,cost,gross_profit,promotion_id,promotion_flag,inventory_available,stockout_flag
2023-03-12,P00001,S00169,Supermarket,142,108.79,108.79,0.0,15448.18,10033.72,5414.46,,False,1056,False
2023-03-13,P00001,S00169,Supermarket,45,108.79,108.79,0.0,4895.55,3179.7,1715.85,,False,914,False
2023-03-14,P00001,S00169,Supermarket,56,108.79,108.79,0.0,6092.24,3956.96,2135.28,,False,869,False
2023-03-15,P00001,S00169,Supermarket,71,108.79,108.79,0.0,7724.09,5016.86,2707.23,,False,1710,False
2023-03-16,P00001,S00169,Supermarket,24,108.79,108.79,0.0,2610.96,1695.84,915.12,,False,1639,False
2023-03-17,P00001,S00169,Supermarket,108,108.79,108.79,0.0,11749.32,7631.28,4118.04,,False,1615,False
2023-03-18,P00001,S00169,Supermarket,89,108.79,108.79,0.0,9682.31,6288.74,3393.57,,False,1507,False
2023-03-19,P00001,S00169,Supermarket,60,108.79,108.79,0.0,6527.4,4239.6,2287.8,,False,1418,False
2023-03-20,P00001,S00169,Supermarket,49,108.79,108.79,0.0,5330.71,3462.34,1868.37,,False,1358,False
2023-03-21,P00001,S00169,Supermarket,66,108.79,108.79,0.0,7180.14,4663.56,2516.58,,False,1309,False
2023-03-22,P00001,S00169,Supermarket,161,108.79,108.79,0.0,17515.19,11376.26,6138.93,,False,1243,False
2023-03-23,P00001,S00169,Supermarket,90,108.79,108.79,0.0,9791.1,6359.4,3431.7,,False,1082,False
2023-03-24,P00001,S00169,Supermarket,55,108.79,108.79,0.0,5983.45,3886.3,2097.15,,False,992,False
2023-03-25,P00001,S00169,Supermarket,262,108.79,108.79,0.0,28502.98,18512.92,9990.06,,False,937,False
2023-03-26,P00001,S00169,Supermarket,80,108.79,108.79,0.0,8703.2,5652.8,3050.4,,False,675,False
2023-03-27,P00001,S00169,Supermarket,31,108.79,108.79,0.0,3372.49,2190.46,1182.03,,False,595,False
2023-03-28,P00001,S00169,Supermarket,40,108.79,108.79,0.0,4351.6,2826.4,1525.2,,False,1665,False
2023-03-29,P00001,S00169,Supermarket,30,108.79,108.79,0.0,3263.7,2119.8,1143.9,,False,1625,False
2023-03-30,P00001,S00169,Supermarket,92,108.79,108.79,0.0,10008.68,6500.72,3507.96,,False,1595,False
2023-03-31,P00001,S00169,Supermarket,100,108.79,108.79,0.0,10879.0,7066.0,3813.0,,False,1503,False
2023-01-01,P00001,S00001,Hypermarket,46,104.37,104.37,0.0,4801.02,3250.36,1550.66,,False,487,False
2023-01-02,P00001,S00001,Hypermarket,45,104.37,104.37,0.0,4696.65,3179.7,1516.95,,False,441,False
2023-01-03,P00001,S00001,Hypermarket,21,104.37,104.37,0.0,2191.77,1483.86,707.91,,False,396,False
2023-01-04,P00001,S00001,Hypermarket,20,104.37,104.37,0.0,2087.4,1413.2,674.2,,False,375,False
2023-01-05,P00001,S00001,Hypermarket,20,104.37,104.37,0.0,2087.4,1413.2,674.2,,False,355,False
2023-01-06,P00001,S00001,Hypermarket,44,104.37,104.37,0.0,4592.28,3109.04,1483.24,,False,335,False
2023-01-07,P00001,S00001,Hypermarket,54,104.37,104.37,0.0,5635.98,3815.64,1820.34,,False,291,False
2023-01-08,P00001,S00001,Hypermarket,20,104.37,104.37,0.0,2087.4,1413.2,674.2,,False,237,False
2023-01-09,P00001,S00001,Hypermarket,22,104.37,104.37,0.0,2296.14,1554.52,741.62,,False,217,False
2023-01-10,P00001,S00001,Hypermarket,37,104.37,104.37,0.0,3861.69,2614.42,1247.27,,False,195,False
2023-01-11,P00001,S00001,Hypermarket,36,104.37,104.37,0.0,3757.32,2543.76,1213.56,,False,158,False
2023-01-12,P00001,S00001,Hypermarket,16,104.37,104.37,0.0,1669.92,1130.56,539.36,,False,122,False
2023-01-13,P00001,S00001,Hypermarket,34,104.37,104.37,0.0,3548.58,2402.44,1146.14,,False,106,False
2023-01-14,P00001,S00001,Hypermarket,43,104.37,104.37,0.0,4487.91,3038.38,1449.53,,False,697,False
2023-01-15,P00001,S00001,Hypermarket,33,104.37,104.37,0.0,3444.21,2331.78,1112.43,,False,654,False
2023-01-16,P00001,S00001,Hypermarket,46,104.37,104.37,0.0,4801.02,3250.36,1550.66,,False,621,False
2023-01-17,P00001,S00001,Hypermarket,32,104.37,104.37,0.0,3339.84,2261.12,1078.72,,False,575,False
2023-01-18,P00001,S00001,Hypermarket,168,104.37,79.51,23.82,13357.68,11870.88,1486.8,PR0000014,True,543,False
2023-01-19,P00001,S00001,Hypermarket,37,104.37,79.51,23.82,2941.87,2614.42,327.45,PR0000014,True,375,False
2023-01-20,P00001,S00001,Hypermarket,72,104.37,79.51,23.82,5724.72,5087.52,637.2,PR0000014,True,338,False
2023-01-21,P00001,S00001,Hypermarket,64,104.37,79.51,23.82,5088.64,4522.24,566.4,PR0000014,True,266,False
2023-01-22,P00001,S00001,Hypermarket,79,104.37,79.51,23.82,6281.29,5582.14,699.15,PR0000014,True,202,False
2023-01-23,P00001,S00001,Hypermarket,50,104.37,104.37,0.0,5218.5,3533.0,1685.5,,False,123,False
2023-01-24,P00001,S00001,Hypermarket,9,104.37,104.37,0.0,939.33,635.94,303.39,,False,1014,False
2023-01-25,P00001,S00001,Hypermarket,25,104.37,104.37,0.0,2609.25,1766.5,842.75,,False,1005,False
2023-01-26,P00001,S00001,Hypermarket,70,104.37,104.37,0.0,7305.9,4946.2,2359.7,,False,980,False
2023-01-27,P00001,S00001,Hypermarket,55,104.37,104.37,0.0,5740.35,3886.3,1854.05,,False,910,False
2023-01-28,P00001,S00001,Hypermarket,27,104.37,104.37,0.0,2817.99,1907.82,910.17,,False,855,False
2023-01-29,P00001,S00001,Hypermarket,21,104.37,104.37,0.0,2191.77,1483.86,707.91,,False,828,False
2023-01-30,P00001,S00001,Hypermarket,27,104.37,104.37,0.0,2817.99,1907.82,910.17,,False,807,False
2023-01-31,P00001,S00001,Hypermarket,10,104.37,104.37,0.0,1043.7,706.6,337.1,,False,780,False
2023-02-01,P00001,S00001,Hypermarket,22,104.37,104.37,0.0,2296.14,1554.52,741.62,,False,770,False
2023-02-02,P00001,S00001,Hypermarket,33,104.37,104.37,0.0,3444.21,2331.78,1112.43,,False,748,False
2023-02-03,P00001,S00001,Hypermarket,21,104.37,104.37,0.0,2191.77,1483.86,707.91,,False,715,False
2023-02-04,P00001,S00001,Hypermarket,112,104.37,104.37,0.0,11689.44,7913.92,3775.52,,False,694,False
2023-02-05,P00001,S00001,Hypermarket,24,104.37,104.37,0.0,2504.88,1695.84,809.04,,False,582,False
2023-02-06,P00001,S00001,Hypermarket,22,104.37,104.37,0.0,2296.14,1554.52,741.62,,False,558,False
2023-02-07,P00001,S00001,Hypermarket,11,104.37,104.37,0.0,1148.07,777.26,370.81,,False,536,False
2023-02-08,P00001,S00001,Hypermarket,49,104.37,104.37,0.0,5114.13,3462.34,1651.79,,False,525,False
2023-02-09,P00001,S00001,Hypermarket,22,104.37,104.37,0.0,2296.14,1554.52,741.62,,False,476,False
2023-02-10,P00001,S00001,Hypermarket,20,104.37,104.37,0.0,2087.4,1413.2,674.2,,False,454,False
2023-02-11,P00001,S00001,Hypermarket,39,104.37,104.37,0.0,4070.43,2755.74,1314.69,,False,434,False
2023-02-12,P00001,S00001,Hypermarket,21,104.37,104.37,0.0,2191.77,1483.86,707.91,,False,395,False
2023-02-13,P00001,S00001,Hypermarket,16,104.37,104.37,0.0,1669.92,1130.56,539.36,,False,374,False
2023-02-14,P00001,S00001,Hypermarket,47,104.37,104.37,0.0,4905.39,3321.02,1584.37,,False,358,False
2023-02-15,P00001,S00001,Hypermarket,54,104.37,104.37,0.0,5635.98,3815.64,1820.34,,False,311,False
2023-02-16,P00001,S00001,Hypermarket,24,104.37,104.37,0.0,2504.88,1695.84,809.04,,False,257,False
2023-02-17,P00001,S00001,Hypermarket,30,104.37,104.37,0.0,3131.1,2119.8,1011.3,,False,233,False
2023-02-18,P00001,S00001,Hypermarket,142,104.37,104.37,0.0,14820.54,10033.72,4786.82,,False,203,False
2023-02-19,P00001,S00001,Hypermarket,27,104.37,104.37,0.0,2817.99,1907.82,910.17,,False,61,False
2023-02-20,P00001,S00001,Hypermarket,34,104.37,104.37,0.0,3548.58,2402.44,1146.14,,False,34,True
2023-02-21,P00001,S00001,Hypermarket,36,104.37,104.37,0.0,3757.32,2543.76,1213.56,,False,955,False
2023-02-22,P00001,S00001,Hypermarket,67,104.37,104.37,0.0,6992.79,4734.22,2258.57,,False,919,False
2023-02-23,P00001,S00001,Hypermarket,26,104.37,104.37,0.0,2713.62,1837.16,876.46,,False,852,False
2023-02-24,P00001,S00001,Hypermarket,40,104.37,104.37,0.0,4174.8,2826.4,1348.4,,False,826,False
2023-02-25,P00001,S00001,Hypermarket,18,104.37,104.37,0.0,1878.66,1271.88,606.78,,False,786,False
2023-02-26,P00001,S00001,Hypermarket,74,104.37,104.37,0.0,7723.38,5228.84,2494.54,,False,768,False
2023-02-27,P00001,S00001,Hypermarket,18,104.37,104.37,0.0,1878.66,1271.88,606.78,,False,694,False
2023-02-28,P00001,S00001,Hypermarket,27,104.37,104.37,0.0,2817.99,1907.82,910.17,,False,676,False
2023-03-01,P00001,S00001,Hypermarket,12,104.37,104.37,0.0,1252.44,847.92,404.52,,False,649,False
2023-03-02,P00001,S00001,Hypermarket,70,104.37,104.37,0.0,7305.9,4946.2,2359.7,,False,637,False
2023-03-03,P00001,S00001,Hypermarket,88,104.37,104.37,0.0,9184.56,6218.08,2966.48,,False,567,False
2023-03-04,P00001,S00001,Hypermarket,79,104.37,104.37,0.0,8245.23,5582.14,2663.09,,False,479,False
2023-03-05,P00001,S00001,Hypermarket,52,104.37,104.37,0.0,5427.24,3674.32,1752.92,,False,400,False
2023-03-06,P00001,S00001,Hypermarket,67,104.37,104.37,0.0,6992.79,4734.22,2258.57,,False,348,False
2023-03-07,P00001,S00001,Hypermarket,24,104.37,104.37,0.0,2504.88,1695.84,809.04,,False,281,False
2023-03-08,P00001,S00001,Hypermarket,113,104.37,104.37,0.0,11793.81,7984.58,3809.23,,False,257,False
2023-03-09,P00001,S00001,Hypermarket,29,104.37,104.37,0.0,3026.73,2049.14,977.59,,False,144,False
2023-03-10,P00001,S00001,Hypermarket,109,104.37,104.37,0.0,11376.33,7701.94,3674.39,,False,115,False
2023-03-11,P00001,S00001,Hypermarket,60,104.37,104.37,0.0,6262.2,4239.6,2022.6,,False,1101,False
2023-03-12,P00001,S00001,Hypermarket,65,104.37,104.37,0.0,6784.05,4592.9,2191.15,,False,1041,False
2023-03-13,P00001,S00001,Hypermarket,77,106.1,106.1,0.0,8169.7,5440.82,2728.88,,False,976,False
2023-03-14,P00001,S00001,Hypermarket,51,106.1,106.1,0.0,5411.1,3603.66,1807.44,,False,899,False
2023-03-15,P00001,S00001,Hypermarket,16,106.1,106.1,0.0,1697.6,1130.56,567.04,,False,848,False
2023-03-16,P00001,S00001,Hypermarket,94,106.1,106.1,0.0,9973.4,6642.04,3331.36,,False,832,False
2023-03-17,P00001,S00001,Hypermarket,92,106.1,106.1,0.0,9761.2,6500.72,3260.48,,False,738,False
2023-03-18,P00001,S00001,Hypermarket,64,106.1,106.1,0.0,6790.4,4522.24,2268.16,,False,646,False
2023-03-19,P00001,S00001,Hypermarket,24,106.1,106.1,0.0,2546.4,1695.84,850.56,,False,582,False
2023-03-20,P00001,S00001,Hypermarket,94,106.1,106.1,0.0,9973.4,6642.04,3331.36,,False,558,False
2023-03-21,P00001,S00001,Hypermarket,54,106.1,106.1,0.0,5729.4,3815.64,1913.76,,False,464,False
2023-03-22,P00001,S00001,Hypermarket,85,106.1,106.1,0.0,9018.5,6006.1,3012.4,,False,410,False
2023-03-23,P00001,S00001,Hypermarket,18,106.1,106.1,0.0,1909.8,1271.88,637.92,,False,325,False
2023-03-24,P00001,S00001,Hypermarket,69,106.1,106.1,0.0,7320.9,4875.54,2445.36,,False,307,False
2023-03-25,P00001,S00001,Hypermarket,70,106.1,106.1,0.0,7427.0,4946.2,2480.8,,False,238,False
2023-03-26,P00001,S00001,Hypermarket,21,106.1,106.1,0.0,2228.1,1483.86,744.24,,False,168,False
2023-03-27,P00001,S00001,Hypermarket,28,106.1,106.1,0.0,2970.8,1978.48,992.32,,False,1277,False
2023-03-28,P00001,S00001,Hypermarket,30,106.1,106.1,0.0,3183.0,2119.8,1063.2,,False,1249,False
2023-03-29,P00001,S00001,Hypermarket,91,106.1,106.1,0.0,9655.1,6430.06,3225.04,,False,1219,False
2023-03-30,P00001,S00001,Hypermarket,38,106.1,106.1,0.0,4031.8,2685.08,1346.72,,False,1128,False
2023-03-31,P00001,S00001,Hypermarket,47,111.76,111.76,0.0,5252.72,3321.02,1931.7,,False,1090,False
2023-01-01,P00001,S00117,E-commerce,47,99.58,99.58,0.0,4680.26,3321.02,1359.24,,False,631,False
2023-01-02,P00001,S00117,E-commerce,85,99.58,69.78,29.93,5931.3,6006.1,-74.8,PR0000024,True,584,False
2023-01-03,P00001,S00117,E-commerce,32,99.58,69.78,29.93,2232.96,2261.12,-28.16,PR0000024,True,499,False
2023-01-04,P00001,S00117,E-commerce,150,99.58,69.78,29.93,10467.0,10599.0,-132.0,PR0000024,True,467,False
2023-01-05,P00001,S00117,E-commerce,207,99.58,69.78,29.93,14444.46,14626.62,-182.16,PR0000024,True,1660,False
2023-01-06,P00001,S00117,E-commerce,52,99.58,69.78,29.93,3628.56,3674.32,-45.76,PR0000024,True,1453,False
2023-01-07,P00001,S00117,E-commerce,176,99.58,69.78,29.93,12281.28,12436.16,-154.88,PR0000024,True,1401,False
2023-01-08,P00001,S00117,E-commerce,98,99.58,69.78,29.93,6838.44,6924.68,-86.24,PR0000024,True,1225,False
2023-01-09,P00001,S00117,E-commerce,124,99.58,69.78,29.93,8652.72,8761.84,-109.12,PR0000024,True,1127,False
2023-01-10,P00001,S00117,E-commerce,125,99.58,69.78,29.93,8722.5,8832.5,-110.0,PR0000024,True,1003,False
2023-01-11,P00001,S00117,E-commerce,35,99.58,99.58,0.0,3485.3,2473.1,1012.2,,False,878,False
2023-01-12,P00001,S00117,E-commerce,106,99.58,72.69,27.0,7705.14,7489.96,215.18,PR0000025,True,843,False
2023-01-13,P00001,S00117,E-commerce,41,99.58,72.69,27.0,2980.29,2897.06,83.23,PR0000025,True,737,False
2023-01-14,P00001,S00117,E-commerce,29,99.58,72.69,27.0,2108.01,2049.14,58.87,PR0000025,True,696,False
2023-01-15,P00001,S00117,E-commerce,77,99.58,72.69,27.0,5597.13,5440.82,156.31,PR0000025,True,667,False
2023-01-16,P00001,S00117,E-commerce,26,99.58,72.69,27.0,1889.94,1837.16,52.78,PR0000025,True,590,False
2023-01-17,P00001,S00117,E-commerce,67,99.58,72.69,27.0,4870.23,4734.22,136.01,PR0000025,True,564,False
2023-01-18,P00001,S00117,E-commerce,38,99.58,99.58,0.0,3784.04,2685.08,1098.96,,False,497,False
2023-01-19,P00001,S00117,E-commerce,12,99.58,99.58,0.0,1194.96,847.92,347.04,,False,459,False
2023-01-20,P00001,S00117,E-commerce,46,99.58,99.58,0.0,4580.68,3250.36,1330.32,,False,447,False
2023-01-21,P00001,S00117,E-commerce,22,99.58,99.58,0.0,2190.76,1554.52,636.24,,False,1634,False
2023-01-22,P00001,S00117,E-commerce,57,99.58,99.58,0.0,5676.06,4027.62,1648.44,,False,1612,False
2023-01-23,P00001,S00117,E-commerce,51,99.58,99.58,0.0,5078.58,3603.66,1474.92,,False,1555,False
2023-01-24,P00001,S00117,E-commerce,20,99.58,99.58,0.0,1991.6,1413.2,578.4,,False,1504,False
2023-01-25,P00001,S00117,E-commerce,38,99.58,99.58,0.0,3784.04,2685.08,1098.96,,False,1484,False
2023-01-26,P00001,S00117,E-commerce,39,99.58,99.58,0.0,3883.62,2755.74,1127.88,,False,1446,False
2023-01-27,P00001,S00117,E-commerce,80,99.58,99.58,0.0,7966.4,5652.8,2313.6,,False,1407,False
2023-01-28,P00001,S00117,E-commerce,26,99.58,99.58,0.0,2589.08,1837.16,751.92,,False,1327,False
2023-01-29,P00001,S00117,E-commerce,53,99.58,99.58,0.0,5277.74,3744.98,1532.76,,False,1301,False
2023-01-30,P00001,S00117,E-commerce,24,99.58,99.58,0.0,2389.92,1695.84,694.08,,False,1248,False
2023-01-31,P00001,S00117,E-commerce,54,99.58,99.58,0.0,5377.32,3815.64,1561.68,,False,1224,False
2023-02-01,P00001,S00117,E-commerce,91,99.58,99.58,0.0,9061.78,6430.06,2631.72,,False,1170,False
2023-02-02,P00001,S00117,E-commerce,32,99.58,99.58,0.0,3186.56,2261.12,925.44,,False,1079,False
2023-02-03,P00001,S00117,E-commerce,47,99.58,99.58,0.0,4680.26,3321.02,1359.24,,False,1047,False
2023-02-04,P00001,S00117,E-commerce,49,99.58,99.58,0.0,4879.42,3462.34,1417.08,,False,1000,False
2023-02-05,P00001,S00117,E-commerce,66,99.58,99.58,0.0,6572.28,4663.56,1908.72,,False,951,False
2023-02-06,P00001,S00117,E-commerce,47,99.58,99.58,0.0,4680.26,3321.02,1359.24,,False,885,False
2023-02-07,P00001,S00117,E-commerce,24,99.58,99.58,0.0,2389.92,1695.84,694.08,,False,838,False
2023-02-08,P00001,S00117,E-commerce,43,99.58,99.58,0.0,4281.94,3038.38,1243.56,,False,814,False
2023-02-09,P00001,S00117,E-commerce,92,99.58,99.58,0.0,9161.36,6500.72,2660.64,,False,771,False
2023-02-10,P00001,S00117,E-commerce,39,99.58,99.58,0.0,3883.62,2755.74,1127.88,,False,679,False
2023-02-11,P00001,S00117,E-commerce,43,99.58,99.58,0.0,4281.94,3038.38,1243.56,,False,640,False
2023-02-12,P00001,S00117,E-commerce,26,99.58,99.58,0.0,2589.08,1837.16,751.92,,False,597,False
2023-02-13,P00001,S00117,E-commerce,45,99.58,99.58,0.0,4481.1,3179.7,1301.4,,False,571,False
2023-02-14,P00001,S00117,E-commerce,49,99.58,99.58,0.0,4879.42,3462.34,1417.08,,False,526,False
2023-02-15,P00001,S00117,E-commerce,33,99.58,99.58,0.0,3286.14,2331.78,954.36,,False,477,False
2023-02-16,P00001,S00117,E-commerce,26,99.58,99.58,0.0,2589.08,1837.16,751.92,,False,444,False
2023-02-17,P00001,S00117,E-commerce,63,99.58,99.58,0.0,6273.54,4451.58,1821.96,,False,418,False
2023-02-18,P00001,S00117,E-commerce,62,99.58,99.58,0.0,6173.96,4380.92,1793.04,,False,355,False
2023-02-19,P00001,S00117,E-commerce,28,99.58,99.58,0.0,2788.24,1978.48,809.76,,False,293,False
2023-02-20,P00001,S00117,E-commerce,67,99.58,99.58,0.0,6671.86,4734.22,1937.64,,False,265,False
2023-02-21,P00001,S00117,E-commerce,76,99.58,99.58,0.0,7568.08,5370.16,2197.92,,False,198,False
2023-02-22,P00001,S00117,E-commerce,20,99.58,99.58,0.0,1991.6,1413.2,578.4,,False,870,False
2023-02-23,P00001,S00117,E-commerce,38,99.58,99.58,0.0,3784.04,2685.08,1098.96,,False,850,False
2023-02-24,P00001,S00117,E-commerce,38,99.58,99.58,0.0,3784.04,2685.08,1098.96,,False,812,False
2023-02-25,P00001,S00117,E-commerce,51,99.58,99.58,0.0,5078.58,3603.66,1474.92,,False,774,False
2023-02-26,P00001,S00117,E-commerce,104,99.58,99.58,0.0,10356.32,7348.64,3007.68,,False,723,False
2023-02-27,P00001,S00117,E-commerce,94,99.58,99.58,0.0,9360.52,6642.04,2718.48,,False,619,False
