transaction_id,date,product_id,store_id,customer_id,units,regular_price,selling_price,discount_percentage,revenue,cost,gross_profit,promotion_id,channel
T0000000077,2023-01-07,P00107,S00081,C0006972,4,240.18,240.18,0.0,960.72,465.12,495.6,,Hypermarket
T0000000078,2023-01-07,P00107,S00081,C0025218,4,240.18,240.18,0.0,960.72,465.12,495.6,,Hypermarket
T0000000079,2023-03-16,P00050,S00033,C0029885,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000080,2023-03-16,P00050,S00033,C0020147,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000081,2023-03-16,P00050,S00033,C0002126,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000082,2023-03-16,P00050,S00033,C0004674,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000083,2023-03-16,P00050,S00033,C0000071,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000084,2023-03-16,P00050,S00033,C0002331,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000085,2023-03-16,P00050,S00033,C0009470,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000086,2023-03-16,P00050,S00033,C0004314,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000087,2023-03-16,P00050,S00033,C0016428,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000088,2023-03-16,P00050,S00033,C0001618,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000089,2023-03-16,P00050,S00033,C0005678,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000090,2023-03-16,P00050,S00033,C0000542,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000091,2023-03-16,P00050,S00033,C0028159,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000092,2023-03-16,P00050,S00033,C0027533,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000093,2023-03-16,P00050,S00033,C0009070,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000094,2023-03-16,P00050,S00033,C0002698,2,41.33,41.33,0.0,82.66,52.72,29.94,,Supermarket
T0000000095,2023-03-16,P00050,S00033,C0006316,1,41.33,41.33,0.0,41.33,26.36,14.97,,Supermarket
T0000000096,2023-03-16,P00050,S00033,C0008944,1,41.33,41.33,0.0,41.33,26.36,14.97,,Supermarket
T0000000097,2023-03-16,P00050,S00033,C0020236,1,41.33,41.33,0.0,41.33,26.36,14.97,,Supermarket
T0000000098,2023-03-16,P00050,S00033,C0018268,1,41.33,41.33,0.0,41.33,26.36,14.97,,Supermarket
T0000000099,2023-03-16,P00050,S00033,C0003309,1,41.33,41.33,0.0,41.33,26.36,14.97,,Supermarket
T0000000100,2023-03-16,P00050,S00033,C0017663,1,41.33,41.33,0.0,41.33,26.36,14.97,,Supermarket
T0000000101,2023-03-16,P00050,S00033,C0023145,1,41.33,41.33,0.0,41.33,26.36,14.97,,Supermarket
T0000000102,2023-03-16,P00050,S00033,C0029414,1,41.33,41.33,0.0,41.33,26.36,14.97,,Supermarket
T0000000103,2023-03-16,P00050,S00033,C0013871,1,41.33,41.33,0.0,41.33,26.36,14.97,,Supermarket
T0000000104,2023-02-04,P00219,S00075,C0013795,3,150.91,150.91,0.0,452.73,330.45,122.28,,Wholesale
T0000000105,2023-02-04,P00219,S00075,C0021197,3,150.91,150.91,0.0,452.73,330.45,122.28,,Wholesale
T0000000106,2023-02-04,P00219,S00075,C0013312,3,150.91,150.91,0.0,452.73,330.45,122.28,,Wholesale
T0000000107,2023-02-04,P00219,S00075,C0020536,3,150.91,150.91,0.0,452.73,330.45,122.28,,Wholesale
T0000000108,2023-02-04,P00219,S00075,C0017605,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000109,2023-02-04,P00219,S00075,C0001511,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000110,2023-02-04,P00219,S00075,C0019185,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000111,2023-02-04,P00219,S00075,C0028123,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000112,2023-02-04,P00219,S00075,C0015882,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000113,2023-02-04,P00219,S00075,C0021795,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000114,2023-02-04,P00219,S00075,C0016987,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000115,2023-02-04,P00219,S00075,C0020785,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000116,2023-02-04,P00219,S00075,C0024799,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000117,2023-02-04,P00219,S00075,C0028520,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000118,2023-02-04,P00219,S00075,C0000228,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000119,2023-02-04,P00219,S00075,C0027533,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000120,2023-02-04,P00219,S00075,C0021448,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000121,2023-02-04,P00219,S00075,C0011627,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000122,2023-02-04,P00219,S00075,C0015542,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000123,2023-02-04,P00219,S00075,C0024720,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000124,2023-02-04,P00219,S00075,C0016237,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000125,2023-02-04,P00219,S00075,C0020389,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000126,2023-02-04,P00219,S00075,C0018333,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000127,2023-02-04,P00219,S00075,C0011276,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000128,2023-02-04,P00219,S00075,C0021033,2,150.91,150.91,0.0,301.82,220.3,81.52,,Wholesale
T0000000129,2023-03-03,P00224,S00130,C0003163,4,40.07,34.65,13.52,138.6,114.16,24.44,PR0068098,Wholesale
T0000000130,2023-03-03,P00224,S00130,C0014399,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000131,2023-03-03,P00224,S00130,C0002592,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000132,2023-03-03,P00224,S00130,C0017802,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000133,2023-03-03,P00224,S00130,C0024246,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000134,2023-03-03,P00224,S00130,C0023985,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000135,2023-03-03,P00224,S00130,C0020200,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000136,2023-03-03,P00224,S00130,C0024443,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000137,2023-03-03,P00224,S00130,C0022566,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000138,2023-03-03,P00224,S00130,C0014158,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000139,2023-03-03,P00224,S00130,C0016459,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000140,2023-03-03,P00224,S00130,C0003830,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000141,2023-03-03,P00224,S00130,C0009020,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000142,2023-03-03,P00224,S00130,C0014470,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000143,2023-03-03,P00224,S00130,C0004262,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000144,2023-03-03,P00224,S00130,C0017864,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000145,2023-03-03,P00224,S00130,C0024395,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000146,2023-03-03,P00224,S00130,C0000378,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000147,2023-03-03,P00224,S00130,C0008102,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000148,2023-03-03,P00224,S00130,C0002491,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000149,2023-03-03,P00224,S00130,C0020799,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000150,2023-03-03,P00224,S00130,C0000227,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000151,2023-03-03,P00224,S00130,C0005519,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000152,2023-03-03,P00224,S00130,C0027559,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000153,2023-03-03,P00224,S00130,C0027569,3,40.07,34.65,13.52,103.95,85.62,18.33,PR0068098,Wholesale
T0000000154,2023-02-11,P00258,S00115,C0020334,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000155,2023-02-11,P00258,S00115,C0002940,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000156,2023-02-11,P00258,S00115,C0005878,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000157,2023-02-11,P00258,S00115,C0022518,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000158,2023-02-11,P00258,S00115,C0001346,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000159,2023-02-11,P00258,S00115,C0019882,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000160,2023-02-11,P00258,S00115,C0002583,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000161,2023-02-11,P00258,S00115,C0029735,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000162,2023-02-11,P00258,S00115,C0016414,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000163,2023-02-11,P00258,S00115,C0015540,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000164,2023-02-11,P00258,S00115,C0017584,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000165,2023-02-11,P00258,S00115,C0015579,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000166,2023-02-11,P00258,S00115,C0006417,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000167,2023-02-11,P00258,S00115,C0002678,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000168,2023-02-11,P00258,S00115,C0018805,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000169,2023-02-11,P00258,S00115,C0021333,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000170,2023-02-11,P00258,S00115,C0009523,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000171,2023-02-11,P00258,S00115,C0012325,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000172,2023-02-11,P00258,S00115,C0003761,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000173,2023-02-11,P00258,S00115,C0015529,5,136.86,136.86,0.0,684.3,504.6,179.7,,Hypermarket
T0000000174,2023-02-11,P00258,S00115,C0022132,4,136.86,136.86,0.0,547.44,403.68,143.76,,Hypermarket
T0000000175,2023-02-11,P00258,S00115,C0015068,4,136.86,136.86,0.0,547.44,403.68,143.76,,Hypermarket
T0000000176,2023-02-11,P00258,S00115,C0029496,4,136.86,136.86,0.0,547.44,403.68,143.76,,Hypermarket
T0000000177,2023-02-11,P00258,S00115,C0025555,4,136.86,136.86,0.0,547.44,403.68,143.76,,Hypermarket
T0000000178,2023-02-11,P00258,S00115,C0025453,4,136.86,136.86,0.0,547.44,403.68,143.76,,Hypermarket
T0000000179,2023-02-27,P00232,S00019,C0002234,2,105.47,105.47,0.0,210.94,159.3,51.64,,Supermarket
T0000000180,2023-02-27,P00232,S00019,C0017942,2,105.47,105.47,0.0,210.94,159.3,51.64,,Supermarket
T0000000181,2023-02-27,P00232,S00019,C0001364,2,105.47,105.47,0.0,210.94,159.3,51.64,,Supermarket
T0000000182,2023-02-27,P00232,S00019,C0027164,2,105.47,105.47,0.0,210.94,159.3,51.64,,Supermarket
T0000000183,2023-02-27,P00232,S00019,C0011422,2,105.47,105.47,0.0,210.94,159.3,51.64,,Supermarket
T0000000184,2023-02-27,P00232,S00019,C0014769,2,105.47,105.47,0.0,210.94,159.3,51.64,,Supermarket
T0000000185,2023-02-27,P00232,S00019,C0029376,2,105.47,105.47,0.0,210.94,159.3,51.64,,Supermarket
T0000000186,2023-02-27,P00232,S00019,C0029980,2,105.47,105.47,0.0,210.94,159.3,51.64,,Supermarket
T0000000187,2023-02-27,P00232,S00019,C0028740,2,105.47,105.47,0.0,210.94,159.3,51.64,,Supermarket
T0000000188,2023-02-27,P00232,S00019,C0007981,2,105.47,105.47,0.0,210.94,159.3,51.64,,Supermarket
T0000000189,2023-02-27,P00232,S00019,C0026531,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000190,2023-02-27,P00232,S00019,C0029581,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000191,2023-02-27,P00232,S00019,C0012811,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000192,2023-02-27,P00232,S00019,C0025505,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000193,2023-02-27,P00232,S00019,C0001787,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000194,2023-02-27,P00232,S00019,C0001244,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000195,2023-02-27,P00232,S00019,C0024770,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000196,2023-02-27,P00232,S00019,C0007861,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000197,2023-02-27,P00232,S00019,C0016962,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000198,2023-02-27,P00232,S00019,C0026147,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000199,2023-02-27,P00232,S00019,C0018905,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000200,2023-02-27,P00232,S00019,C0009324,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000201,2023-02-27,P00232,S00019,C0004850,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000202,2023-02-27,P00232,S00019,C0012095,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000203,2023-02-27,P00232,S00019,C0027424,1,105.47,105.47,0.0,105.47,79.65,25.82,,Supermarket
T0000000204,2023-03-23,P00258,S00139,C0015472,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000205,2023-03-23,P00258,S00139,C0001047,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000206,2023-03-23,P00258,S00139,C0006882,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000207,2023-03-23,P00258,S00139,C0019090,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000208,2023-03-23,P00258,S00139,C0008798,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000209,2023-03-23,P00258,S00139,C0022542,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000210,2023-03-23,P00258,S00139,C0003805,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000211,2023-03-23,P00258,S00139,C0001175,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000212,2023-03-23,P00258,S00139,C0021052,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000213,2023-03-23,P00258,S00139,C0025722,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000214,2023-03-23,P00258,S00139,C0002573,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000215,2023-03-23,P00258,S00139,C0002772,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000216,2023-03-23,P00258,S00139,C0026138,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000217,2023-03-23,P00258,S00139,C0000893,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000218,2023-03-23,P00258,S00139,C0029709,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000219,2023-03-23,P00258,S00139,C0022201,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000220,2023-03-23,P00258,S00139,C0021262,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000221,2023-03-23,P00258,S00139,C0015933,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000222,2023-03-23,P00258,S00139,C0004914,5,135.56,104.17,23.16,520.85,504.6,16.25,PR0078487,Wholesale
T0000000223,2023-03-23,P00258,S00139,C0016825,4,135.56,104.17,23.16,416.68,403.68,13.0,PR0078487,Wholesale
T0000000224,2023-03-25,P00236,S00060,C0029479,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000225,2023-03-25,P00236,S00060,C0009958,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000226,2023-03-25,P00236,S00060,C0026406,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
