date,product_id,competitor_id,competitor_name,competitor_product_id,competitor_price,competitor_discount,competitor_promotion_flag,competitor_effective_price
2023-03-02,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-03,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-04,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-05,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-06,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-07,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-08,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-09,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-10,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-11,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-12,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-13,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-14,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-15,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-16,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-17,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-18,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-19,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-20,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-21,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-22,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-23,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-24,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-25,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-26,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-27,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-28,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-29,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-30,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-03-31,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-01,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-02,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-03,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-04,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-05,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-06,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-07,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-08,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-09,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-10,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-11,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-12,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-13,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-14,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-15,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-16,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-17,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-18,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-19,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-20,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-21,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-22,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-23,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-24,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-25,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-26,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-27,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-28,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-29,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,0.0,False,108.38
2023-04-30,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,22.39,True,84.12
2023-05-01,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,22.39,True,84.12
2023-05-02,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,22.39,True,84.12
2023-05-03,P00001,COMP01,RivalCorp,COMP01-P00001,108.38,22.39,True,84.12
2023-05-04,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,22.39,True,81.9
2023-05-05,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,22.39,True,81.9
2023-05-06,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,22.39,True,81.9
2023-05-07,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,22.39,True,81.9
2023-05-08,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-09,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-10,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-11,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-12,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-13,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-14,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-15,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-16,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-17,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-18,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-19,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-20,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-21,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-22,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-23,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-24,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-25,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-26,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-27,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-28,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-29,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-30,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-05-31,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-01,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-02,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-03,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-04,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-05,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-06,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-07,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-08,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-09,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-10,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-11,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-12,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-13,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-14,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-15,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-16,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-17,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-18,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-19,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-20,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-21,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-22,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-23,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-24,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-25,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-26,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-27,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-28,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-29,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-06-30,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-01,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-02,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-03,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-04,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-05,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-06,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-07,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-08,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-09,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-10,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-11,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-12,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-13,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-14,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-15,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-16,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-17,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-18,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-19,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-20,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-21,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-22,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-23,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-24,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-25,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-26,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-27,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-28,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-29,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-30,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-07-31,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-08-01,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-08-02,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-08-03,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-08-04,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-08-05,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-08-06,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-08-07,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-08-08,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-08-09,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-08-10,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-08-11,P00001,COMP01,RivalCorp,COMP01-P00001,105.52,0.0,False,105.52
2023-08-12,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-13,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-14,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-15,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-16,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-17,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-18,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-19,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-20,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-21,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-22,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-23,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-24,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-25,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-26,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-27,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-28,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-29,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-30,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-08-31,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-01,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-02,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-03,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-04,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-05,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-06,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-07,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-08,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-09,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-10,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-11,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-12,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-13,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-14,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-15,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-16,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-17,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-18,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-19,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-20,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-21,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-22,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-23,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-24,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-25,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-26,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-27,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-28,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-29,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-09-30,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-01,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-02,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-03,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-04,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-05,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-06,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-07,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-08,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-09,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-10,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-11,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-12,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-13,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-14,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-15,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-16,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-17,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-18,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-19,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-20,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-21,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-22,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-23,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-24,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-25,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-26,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-27,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
2023-10-28,P00001,COMP01,RivalCorp,COMP01-P00001,105.62,0.0,False,105.62
